epoch,train_loss,val_loss,psnr,ssim,lr
1,3.052621334401044,0.607883840219541,51.47147374152115,0.9943625553393192,0.0001
2,2.463096893473105,0.5922408859838139,51.74666610484568,0.9945762723639409,0.0001
3,2.2560623543262484,0.5228045639775016,52.580422647154485,0.9953375875101149,0.0001
4,2.1253891810178756,0.5080838662331755,52.75784779784999,0.9954891879349855,0.0001
